# page-membership gap-fill (find_data_gaps targets; MediaWiki API; Haiku centrality). relation=element_of. cols: a	b	stratum	wl	mu	relation	a_type	b_type
Medieval_knights	Capacitor-input_filter	neg	-1	0.0	element_of	category	page
Chess_openings	Argus_–_Audit_Record_Generation_and_Utilization_System	neg	-1	0.0	element_of	category	page
Feudalism	Kissing_number	neg	-1	0.0	element_of	category	page
1978_albums	Gaussian_filter	neg	-1	0.0	element_of	category	page
Wavelets	Vanishing_moment	pos_pageof_wavelets	-1	0.8	element_of	category	page
Packing_problems	Strip_packing_problem	pos_pageof_packing_prob	-1	1.0	element_of	category	page
Television_stations	Discrete_wavelet_transform	neg	-1	0.0	element_of	category	page
Tornado	Integer_points_in_convex_polyhedra	neg	-1	0.0	element_of	category	page
Chess_openings	Dual_wavelet	neg	-1	0.0	element_of	category	page
Television_stations	Kissing_number	neg	-1	0.0	element_of	category	page
Chess_openings	Fractional_wavelet_transform	neg	-1	0.0	element_of	category	page
Linear_filters	Wiener_filter	pos_pageof_linear_filte	-1	1.0	element_of	category	page
1978_albums	WaveLab_(mathematics_software)	neg	-1	0.0	element_of	category	page
Comedians	Dissipation	neg	-1	0.0	element_of	category	page
Non-equilibrium_thermodynamics	Autopoiesis	pos_pageof_non-equilibr	-1	0.8	element_of	category	page
1978_albums	Ensemble_Kalman_filter	neg	-1	0.0	element_of	category	page
Feudalism	Cooperative_bargaining	neg	-1	0.0	element_of	category	page
1978_albums	Polyphase_quadrature_filter	neg	-1	0.0	element_of	category	page
Filter_frequency_response	All-pass_filter	pos_pageof_filter_frequ	-1	1.0	element_of	category	page
Wavelets	Prolate_spheroidal_wave_function	pos_pageof_wavelets	-1	0.8	element_of	category	page
Packing_problems	Packaging_engineering	pos_pageof_packing_prob	-1	0.4	element_of	category	page
Wavelets	WaveLab_(mathematics_software)	pos_pageof_wavelets	-1	0.6	element_of	category	page
Medieval_knights	Transmission_zeroes	neg	-1	0.0	element_of	category	page
Galaxies	Dual_cone_and_polar_cone	neg	-1	0.0	element_of	category	page
Medieval_knights	Construction_and_Analysis_of_Distributed_Processes	neg	-1	0.0	element_of	category	page
Chess_openings	Ulam's_packing_conjecture	neg	-1	0.0	element_of	category	page
Packing_problems	Quadratic_knapsack_problem	pos_pageof_packing_prob	-1	0.8	element_of	category	page
Linear_filters	Generalized_filtering	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Feudalism	Wavelet_for_multidimensional_signals_analysis	neg	-1	0.0	element_of	category	page
Tornado	Fast_wavelet_transform	neg	-1	0.0	element_of	category	page
Non-equilibrium_thermodynamics	Dissipation	pos_pageof_non-equilibr	-1	0.8	element_of	category	page
Linear_filters	Kautz_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Organizational_cybernetics	Total_institution	pos_pageof_organization	-1	0.2	element_of	category	page
Television_stations	Cutting_stock_problem	neg	-1	0.0	element_of	category	page
Galaxies	Strip_packing_problem	neg	-1	0.0	element_of	category	page
Chess_openings	Generalized_filtering	neg	-1	0.0	element_of	category	page
Tornado	Conway_puzzle	neg	-1	0.0	element_of	category	page
Medieval_knights	Cashflow_matching	neg	-1	0.0	element_of	category	page
Filter_frequency_response	Bode_plot	pos_pageof_filter_frequ	-1	1.0	element_of	category	page
Public_toilets_automation	Linear_programming_decoding	neg	-1	0.0	element_of	category	page
1978_albums	Minimum_cut	neg	-1	0.0	element_of	category	page
1978_albums	Two-dimensional_liquid	neg	-1	0.0	element_of	category	page
Galaxies	Two-dimensional_liquid	neg	-1	0.0	element_of	category	page
Cooking	Progressive_Graphics_File	neg	-1	0.0	element_of	category	page
Linear_programming	Minimum_relevant_variables_in_linear_system	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Non-equilibrium_thermodynamics	Vlasov_equation	pos_pageof_non-equilibr	-1	0.8	element_of	category	page
Feudalism	Exergy_efficiency	neg	-1	0.0	element_of	category	page
Packing_problems	Slothouber–Graatsma_puzzle	pos_pageof_packing_prob	-1	0.8	element_of	category	page
Cooking	Linear-fractional_programming	neg	-1	0.0	element_of	category	page
Tornado	Set_cover_problem	neg	-1	0.0	element_of	category	page
Non-equilibrium_thermodynamics	Bifurcation_memory	pos_pageof_non-equilibr	-1	0.6	element_of	category	page
Comedians	Pixlet	neg	-1	0.0	element_of	category	page
Comedians	Ellipsoid_method	neg	-1	0.0	element_of	category	page
Wavelets	Coiflet	pos_pageof_wavelets	-1	1.0	element_of	category	page
Galaxies	Big_M_method	neg	-1	0.0	element_of	category	page
Linear_filters	Leapfrog_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Medieval_knights	Generalized_filtering	neg	-1	0.0	element_of	category	page
Linear_programming	GLOP	pos_pageof_linear_progr	-1	0.6	element_of	category	page
Comedians	Romeo_Model_Checker	neg	-1	0.0	element_of	category	page
Model_checkers	Romeo_Model_Checker	pos_pageof_model_checke	-1	0.8	element_of	category	page
Cooking	N-dimensional_polyhedron	neg	-1	0.0	element_of	category	page
Tornado	MCRL2	neg	-1	0.0	element_of	category	page
Tornado	Network_simplex_algorithm	neg	-1	0.0	element_of	category	page
Tornado	Generalized_hydrodynamics	neg	-1	0.0	element_of	category	page
Tornado	Briggs–Rauscher_reaction	neg	-1	0.0	element_of	category	page
Non-equilibrium_thermodynamics	Electrokinetic_phenomena	pos_pageof_non-equilibr	-1	0.6	element_of	category	page
Non-equilibrium_thermodynamics	Semilinear_response	pos_pageof_non-equilibr	-1	0.8	element_of	category	page
Non-equilibrium_thermodynamics	Fluctuation–dissipation_theorem	pos_pageof_non-equilibr	-1	1.0	element_of	category	page
Comedians	Antimetric_electrical_network	neg	-1	0.0	element_of	category	page
Television_stations	Active_filter	neg	-1	0.0	element_of	category	page
1978_albums	BLAST_model_checker	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Construction_and_Analysis_of_Distributed_Processes	neg	-1	0.0	element_of	category	page
Medieval_knights	Band-pass_filter	neg	-1	0.0	element_of	category	page
Medieval_knights	Square_packing	neg	-1	0.0	element_of	category	page
Wavelets	Curvelet	pos_pageof_wavelets	-1	0.8	element_of	category	page
1978_albums	Prototype_filter	neg	-1	0.0	element_of	category	page
Cooking	Audio_equalization	neg	-1	0.0	element_of	category	page
Wavelets	Poisson_wavelet	pos_pageof_wavelets	-1	0.8	element_of	category	page
Non-equilibrium_thermodynamics	Two-dimensional_gas	pos_pageof_non-equilibr	-1	0.6	element_of	category	page
Public_toilets_automation	The_Pursuit_of_Perfect_Packing	neg	-1	0.0	element_of	category	page
Filter_frequency_response	Sinc_filter	pos_pageof_filter_frequ	-1	0.8	element_of	category	page
Medieval_knights	Approximate_max-flow_min-cut_theorem	neg	-1	0.0	element_of	category	page
Linear_programming	Cunningham's_rule	pos_pageof_linear_progr	-1	0.8	element_of	category	page
1978_albums	Analogue_filter	neg	-1	0.0	element_of	category	page
Linear_programming	Configuration_linear_program	pos_pageof_linear_progr	-1	0.6	element_of	category	page
Cooking	Wavelet	neg	-1	0.0	element_of	category	page
Linear_filters	Band-pass_filter	pos_pageof_linear_filte	-1	1.0	element_of	category	page
Medieval_knights	Autopoiesis	neg	-1	0.0	element_of	category	page
Tornado	Moving_horizon_estimation	neg	-1	0.0	element_of	category	page
Television_stations	Semilinear_response	neg	-1	0.0	element_of	category	page
Television_stations	Green–Kubo_relations	neg	-1	0.0	element_of	category	page
Galaxies	Lifting_scheme	neg	-1	0.0	element_of	category	page
Model_checkers	PRISM_model_checker	pos_pageof_model_checke	-1	0.8	element_of	category	page
Linear_programming	Stigler_diet	pos_pageof_linear_progr	-1	0.4	element_of	category	page
Cooking	Weak_duality	neg	-1	0.0	element_of	category	page
Tornado	Linear_filter	neg	-1	0.0	element_of	category	page
Medieval_knights	Filter_transition_region	neg	-1	0.0	element_of	category	page
Feudalism	Prune_and_search	neg	-1	0.0	element_of	category	page
Cooking	Transfer_matrix	neg	-1	0.0	element_of	category	page
Cooking	Green–Kubo_relations	neg	-1	0.0	element_of	category	page
Galaxies	Switching_Kalman_filter	neg	-1	0.0	element_of	category	page
Television_stations	Rubinstein_bargaining_model	neg	-1	0.0	element_of	category	page
Linear_filters	Switching_Kalman_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Linear_programming	Strong_duality	pos_pageof_linear_progr	-1	1.0	element_of	category	page
Television_stations	Strip_packing_problem	neg	-1	0.0	element_of	category	page
Comedians	Sallen–Key_topology	neg	-1	0.0	element_of	category	page
Tornado	Mechanical_filter	neg	-1	0.0	element_of	category	page
Comedians	Packaging_engineering	neg	-1	0.0	element_of	category	page
Cooking	Rectangle_packing	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Cascade_algorithm	neg	-1	0.0	element_of	category	page
Model_checkers	MCRL2	pos_pageof_model_checke	-1	0.8	element_of	category	page
Medieval_knights	Thermophoresis	neg	-1	0.0	element_of	category	page
1978_albums	Reconstruction_filter	neg	-1	0.0	element_of	category	page
Model_checkers	List_of_model_checking_tools	pos_pageof_model_checke	-1	0.6	element_of	category	page
Linear_programming	Basic_feasible_solution	pos_pageof_linear_progr	-1	1.0	element_of	category	page
Galaxies	Adaptive_system	neg	-1	0.0	element_of	category	page
Model_checkers	SPIN_model_checker	pos_pageof_model_checke	-1	0.8	element_of	category	page
Galaxies	Band-stop_filter	neg	-1	0.0	element_of	category	page
Linear_filters	Optimum_"L"_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Chess_openings	Bessel_filter	neg	-1	0.0	element_of	category	page
Linear_filters	Moving_horizon_estimation	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Wavelets	Mathieu_wavelet	pos_pageof_wavelets	-1	0.8	element_of	category	page
Television_stations	Lifting_scheme	neg	-1	0.0	element_of	category	page
Television_stations	Second-generation_wavelet_transform	neg	-1	0.0	element_of	category	page
Chess_openings	Anti-aliasing_filter	neg	-1	0.0	element_of	category	page
Cooking	List_of_wavelet-related_transforms	neg	-1	0.0	element_of	category	page
Chess_openings	GENERIC_formalism	neg	-1	0.0	element_of	category	page
Comedians	Fraser_filter	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Covariance_intersection	neg	-1	0.0	element_of	category	page
Tornado	Construction_and_Analysis_of_Distributed_Processes	neg	-1	0.0	element_of	category	page
Galaxies	Vertex_enumeration_problem	neg	-1	0.0	element_of	category	page
Medieval_knights	Frequency-dependent_negative_resistor	neg	-1	0.0	element_of	category	page
Comedians	Collective_bargaining	neg	-1	0.0	element_of	category	page
Television_stations	Linear_programming_relaxation	neg	-1	0.0	element_of	category	page
Medieval_knights	Set_cover_problem	neg	-1	0.0	element_of	category	page
Medieval_knights	Gabor_wavelet	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Digital_biquad_filter	neg	-1	0.0	element_of	category	page
1978_albums	Reduced_cost	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Perturbation_function	neg	-1	0.0	element_of	category	page
Galaxies	Kepler_conjecture	neg	-1	0.0	element_of	category	page
Cooking	Polyphase_matrix	neg	-1	0.0	element_of	category	page
Galaxies	Spline_wavelet	neg	-1	0.0	element_of	category	page
Tornado	Transfer_matrix	neg	-1	0.0	element_of	category	page
Television_stations	Exergy_efficiency	neg	-1	0.0	element_of	category	page
1978_albums	Approximate_max-flow_min-cut_theorem	neg	-1	0.0	element_of	category	page
Television_stations	Linkwitz–Riley_filter	neg	-1	0.0	element_of	category	page
Bargaining_theory	Cooperative_bargaining	pos_pageof_bargaining_t	-1	1.0	element_of	category	page
Feudalism	Gabor_filter	neg	-1	0.0	element_of	category	page
Tornado	Wavelet	neg	-1	0.0	element_of	category	page
Galaxies	Butterworth_filter	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Quadrature_mirror_filter	neg	-1	0.0	element_of	category	page
Chess_openings	Cederbaum's_maximum_flow_theorem	neg	-1	0.0	element_of	category	page
Medieval_knights	Butterworth_filter	neg	-1	0.0	element_of	category	page
Tornado	Maximum_flow_problem	neg	-1	0.0	element_of	category	page
Public_toilets_automation	BLAST_model_checker	neg	-1	0.0	element_of	category	page
Feudalism	Chemical_oscillator	neg	-1	0.0	element_of	category	page
Feudalism	State_variable_filter	neg	-1	0.0	element_of	category	page
Cooking	Braess's_paradox	neg	-1	0.0	element_of	category	page
Filter_frequency_response	Passband	pos_pageof_filter_frequ	-1	0.8	element_of	category	page
Galaxies	Kalman_filter	neg	-1	0.0	element_of	category	page
Galaxies	Transfer_matrix	neg	-1	0.0	element_of	category	page
1978_albums	Argus_–_Audit_Record_Generation_and_Utilization_System	neg	-1	0.0	element_of	category	page
Linear_programming	Perturbation_function	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Packing_problems	Packing_density	pos_pageof_packing_prob	-1	1.0	element_of	category	page
Tornado	Non-equilibrium_thermodynamics	neg	-1	0.0	element_of	category	page
Non-equilibrium_thermodynamics	Dissipative_system	pos_pageof_non-equilibr	-1	0.8	element_of	category	page
Television_stations	Lattice_delay_network	neg	-1	0.0	element_of	category	page
Wavelets	Non-linear_multi-dimensional_signal_processing	pos_pageof_wavelets	-1	0.6	element_of	category	page
Cooking	Passband	neg	-1	0.0	element_of	category	page
Linear_filters	Lattice_network	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Comedians	Lattice_network	neg	-1	0.0	element_of	category	page
Medieval_knights	Arrow_of_time	neg	-1	0.0	element_of	category	page
1978_albums	Bode_plot	neg	-1	0.0	element_of	category	page
Feudalism	Loschmidt's_paradox	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Unscented_transform	neg	-1	0.0	element_of	category	page
Wavelets	Quadrature_mirror_filter	pos_pageof_wavelets	-1	1.0	element_of	category	page
Tornado	GENERIC_formalism	neg	-1	0.0	element_of	category	page
Organizational_cybernetics	OGSM	pos_pageof_organization	-1	0.4	element_of	category	page
Chess_openings	Collective_bargaining	neg	-1	0.0	element_of	category	page
Feudalism	Chemical_clock	neg	-1	0.0	element_of	category	page
Chess_openings	Parallel_task_scheduling	neg	-1	0.0	element_of	category	page
Tornado	Vanishing_moment	neg	-1	0.0	element_of	category	page
Cooking	Belousov–Zhabotinsky_reaction	neg	-1	0.0	element_of	category	page
Wavelets	Polyphase_matrix	pos_pageof_wavelets	-1	0.8	element_of	category	page
Tornado	Quality_function_deployment	neg	-1	0.0	element_of	category	page
Medieval_knights	Wavelet_packet_decomposition	neg	-1	0.0	element_of	category	page
Public_toilets_automation	MCRL2	neg	-1	0.0	element_of	category	page
1978_albums	Network_flow_problem	neg	-1	0.0	element_of	category	page
Model_checkers	Kim_Guldstrand_Larsen	pos_pageof_model_checke	-1	0.4	element_of	category	page
Medieval_knights	Néel_relaxation_theory	neg	-1	0.0	element_of	category	page
Linear_programming	Reduced_cost	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Medieval_knights	Root-raised-cosine_filter	neg	-1	0.0	element_of	category	page
Medieval_knights	Ford–Fulkerson_algorithm	neg	-1	0.0	element_of	category	page
Linear_programming	Affine_scaling	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Non-equilibrium_thermodynamics	Extremal_principles_in_non-equilibrium_thermodynamics	pos_pageof_non-equilibr	-1	1.0	element_of	category	page
Cooking	Extremal_principles_in_non-equilibrium_thermodynamics	neg	-1	0.0	element_of	category	page
Linear_programming	N-dimensional_polyhedron	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Network_flow_problem	Network_flow_problem	pos_pageof_network_flow	-1	1.0	element_of	category	page
Cooking	Raised-cosine_filter	neg	-1	0.0	element_of	category	page
Bargaining_theory	Collective_bargaining	pos_pageof_bargaining_t	-1	0.8	element_of	category	page
1978_albums	Fundamental_theorem_of_linear_programming	neg	-1	0.0	element_of	category	page
Feudalism	Slack_variable	neg	-1	0.0	element_of	category	page
Cooking	Bandwidth_(signal_processing)	neg	-1	0.0	element_of	category	page
Television_stations	Néel_relaxation_theory	neg	-1	0.0	element_of	category	page
Chess_openings	Pixlet	neg	-1	0.0	element_of	category	page
1978_albums	Generalized_filtering	neg	-1	0.0	element_of	category	page
Feudalism	Poisson_wavelet	neg	-1	0.0	element_of	category	page
Tornado	Discrete_wavelet_transform	neg	-1	0.0	element_of	category	page
Medieval_knights	Fluctuation_theorem	neg	-1	0.0	element_of	category	page
Non-equilibrium_thermodynamics	Stochastic_thermodynamics	pos_pageof_non-equilibr	-1	0.8	element_of	category	page
Network_flow_problem	Ford–Fulkerson_algorithm	pos_pageof_network_flow	-1	1.0	element_of	category	page
Wavelets	Diffusion_wavelets	pos_pageof_wavelets	-1	0.8	element_of	category	page
Linear_programming	Dual_cone_and_polar_cone	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Galaxies	Gomory–Hu_tree	neg	-1	0.0	element_of	category	page
Chess_openings	Libdmc	neg	-1	0.0	element_of	category	page
Galaxies	Basic_feasible_solution	neg	-1	0.0	element_of	category	page
Medieval_knights	Stochastic_thermodynamics	neg	-1	0.0	element_of	category	page
Television_stations	Spline_wavelet	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Passband	neg	-1	0.0	element_of	category	page
Cooking	Prolate_spheroidal_wave_function	neg	-1	0.0	element_of	category	page
Galaxies	Fluctuation_theorem	neg	-1	0.0	element_of	category	page
Galaxies	Time_crystal	neg	-1	0.0	element_of	category	page
Galaxies	Linear-fractional_programming	neg	-1	0.0	element_of	category	page
Medieval_knights	Wavelet_transform_modulus_maxima_method	neg	-1	0.0	element_of	category	page
Television_stations	Packing_density	neg	-1	0.0	element_of	category	page
Comedians	Prolate_spheroidal_wave_function	neg	-1	0.0	element_of	category	page
Wavelets	Dirac_(video_compression_format)	pos_pageof_wavelets	-1	0.2	element_of	category	page
Chess_openings	Expected_shortfall	neg	-1	0.0	element_of	category	page
Feudalism	Network_synthesis_filters	neg	-1	0.0	element_of	category	page
Cooking	Roll-off	neg	-1	0.0	element_of	category	page
Feudalism	Generalized_filtering	neg	-1	0.0	element_of	category	page
Cooking	Autopoiesis	neg	-1	0.0	element_of	category	page
1978_albums	Exergy_efficiency	neg	-1	0.0	element_of	category	page
Network_flow_problem	Approximate_max-flow_min-cut_theorem	pos_pageof_network_flow	-1	1.0	element_of	category	page
Chess_openings	BBGKY_hierarchy	neg	-1	0.0	element_of	category	page
Comedians	Assignment_problem	neg	-1	0.0	element_of	category	page
Television_stations	Cooperative_bargaining	neg	-1	0.0	element_of	category	page
1978_albums	Apollonian_sphere_packing	neg	-1	0.0	element_of	category	page
Linear_programming	Farkas'_lemma	pos_pageof_linear_progr	-1	1.0	element_of	category	page
Linear_filters	Digital_biquad_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Cooking	Basic_feasible_solution	neg	-1	0.0	element_of	category	page
Linear_programming	Hilbert_basis_(linear_programming)	pos_pageof_linear_progr	-1	0.8	element_of	category	page
Linear_filters	Q_factor	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Cooking	Approximate_max-flow_min-cut_theorem	neg	-1	0.0	element_of	category	page
Cooking	Assignment_problem	neg	-1	0.0	element_of	category	page
Linear_filters	Raised-cosine_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Packing_problems	Parallel_task_scheduling	pos_pageof_packing_prob	-1	0.8	element_of	category	page
Comedians	Analogue_filter	neg	-1	0.0	element_of	category	page
Cooking	Jarzynski_equality	neg	-1	0.0	element_of	category	page
Network_flow_problem	Gomory–Hu_tree	pos_pageof_network_flow	-1	0.8	element_of	category	page
Wavelets	Bandelet_(computer_science)	pos_pageof_wavelets	-1	0.8	element_of	category	page
Feudalism	Filter_transition_region	neg	-1	0.0	element_of	category	page
Linear_filters	Linear_filter	pos_pageof_linear_filte	-1	1.0	element_of	category	page
Wavelets	Wavelet_transform	pos_pageof_wavelets	-1	1.0	element_of	category	page
Chess_openings	Extended_irreversible_thermodynamics	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Strong_duality	neg	-1	0.0	element_of	category	page
1978_albums	Ellipsoid_packing	neg	-1	0.0	element_of	category	page
Filter_frequency_response	Low-pass_filter	pos_pageof_filter_frequ	-1	1.0	element_of	category	page
Galaxies	Vanishing_moment	neg	-1	0.0	element_of	category	page
Wavelets	Multigrid_method	pos_pageof_wavelets	-1	0.4	element_of	category	page
Television_stations	Stationary_wavelet_transform	neg	-1	0.0	element_of	category	page
Galaxies	Ellipsoid_packing	neg	-1	0.0	element_of	category	page
Linear_filters	Audio_equalization	pos_pageof_linear_filte	-1	0.6	element_of	category	page
Linear_filters	Reconstruction_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Organizational_cybernetics	The_Functions_of_the_Executive	pos_pageof_organization	-1	0.6	element_of	category	page
Linear_filters	Bessel_filter	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Linear_programming	Ellipsoid_method	pos_pageof_linear_progr	-1	1.0	element_of	category	page
Packing_problems	Kepler_conjecture	pos_pageof_packing_prob	-1	1.0	element_of	category	page
Linear_filters	Sallen–Key_topology	pos_pageof_linear_filte	-1	0.8	element_of	category	page
Non-equilibrium_thermodynamics	Green–Kubo_relations	pos_pageof_non-equilibr	-1	1.0	element_of	category	page
Medieval_knights	Coiflet	neg	-1	0.0	element_of	category	page
Public_toilets_automation	Kim_Guldstrand_Larsen	neg	-1	0.0	element_of	category	page
Galaxies	MCRL2	neg	-1	0.0	element_of	category	page
Comedians	H-theorem	neg	-1	0.0	element_of	category	page
Chess_openings	All-pass_filter	neg	-1	0.0	element_of	category	page
