pair_id	corpus	graph_view	account	branch_id	branch_title	source_tree_ids	source_record_count	descendant_id	descendant_title	descendant_title_aliases	descendant_normalized_title	ancestor_id	ancestor_title	ancestor_title_aliases	ancestor_normalized_title	hop	descendant_raw_title	descendant_title_audit_action	descendant_canonical_identity	ancestor_raw_title	ancestor_title_audit_action	ancestor_canonical_identity
pearltrees-h4-0045	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495604	Holonomic system	[]	holonomic system	10647433	Electricity & Magnetism (Physics)	[]	electricity & magnetism (physics)	4	Holonomic system	raw	holonomic system	Electricity & Magnitism (Physics)	corrected	electricity & magnetism (physics)
pearltrees-h4-0046	pearltrees	principal_path_lineage	s243a	10455231	Bitcoin 2.0	14525776	1	14525776	Production and organizations	[]	production and organizations	10455231	Bitcoin 2.0	[]	bitcoin 2.0	4	Production and organizations	raw	production and organizations	Bitcoin 2.0	raw	bitcoin 2.0
pearltrees-h4-0047	pearltrees	principal_path_lineage	s243a	10390752	ethics	11549365	1	11549365	USA Law - Unintended Consequences	[]	usa law - unintended consequences	10390752	ethics	[]	ethics	4	USA Law - Unintended Consequences	raw	usa law - unintended consequences	ethics	raw	ethics
pearltrees-h4-0048	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11567780	1	11556976	Miss Representation	[]	miss representation	10370051	Religion	[]	religion	4	Miss Representation	raw	miss representation	Relegion	corrected	religion
pearltrees-h4-0049	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371330	1	10371330	Symbols of Satanism (Documentary)	[]	symbols of satanism (documentary)	10343207	history	[]	history	4	Symbols of Satinism (Documentary)	corrected	symbols of satanism (documentary)	history	raw	history
pearltrees-h5-0000	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495603	Constraints (Classical Mechanics)	[]	constraints (classical mechanics)	10646352	Antenna	[]	antenna	5	Constraints (Clasical Mechanics)	corrected	constraints (classical mechanics)	Antenna	raw	antenna
pearltrees-h5-0001	pearltrees	principal_path_lineage	s243a	10518894	Corruption & Retribution	10556392	1	10556392	Alleged Monsanto Connections	[]	alleged monsanto connections	10518894	Corruption & Retribution	[]	corruption & retribution	5	Alleged Monsanto Connections	raw	alleged monsanto connections	Corruption & Retribution	raw	corruption & retribution
pearltrees-h5-0002	pearltrees	principal_path_lineage	s243a	10390752	ethics	11395179	1	10761122	Corporate Fascism	[]	corporate fascism	10390751	philosophy	[]	philosophy	5	Corporate Facism	corrected	corporate fascism	philosophy	raw	philosophy
pearltrees-h5-0003	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	10709892	1	10709892	Alien Myths	[]	alien myths	10343207	history	[]	history	5	Alien Myths	raw	alien myths	history	raw	history
pearltrees-h5-0004	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371600	1	10371600	Associated With Sekhmet	[]	associated with sekhmet	10381169	Mythology	[]	mythology	5	Associated With Sekhmet	raw	associated with sekhmet	Mythology	raw	mythology
pearltrees-h5-0005	pearltrees	principal_path_lineage	s243a	10323424	groups	2595431	1	2595431	[PDF] Livres	[]	[pdf] livres	10323425	groups-activists	[]	groups-activists	5	[PDF] Livres	raw	[pdf] livres	groups-activists	raw	groups-activists
pearltrees-h5-0006	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10741831	1	10741831	fiction & poverty	"[""Fiction &amp; poverty""]"	fiction & poverty	10371461	Gods of Earth and Nature	[]	gods of earth and nature	5	fiction & poverty	raw	fiction & poverty	Gods of Earth and Nature	raw	gods of earth and nature
pearltrees-h5-0007	pearltrees	principal_path_lineage	s243a	10541842	Language, Literature & Other arts	11394097	1	11394097	Anti-Drone War Art	[]	anti-drone war art	10541842	Language, Literature & Other arts	[]	language, literature & other arts	5	Anti-Drone War Art	raw	anti-drone war art	Language, Literature & Other arts	raw	language, literature & other arts
pearltrees-h5-0008	pearltrees	principal_path_lineage	s243a	10391040	media	10646516,10779347,11109632,11335357,12759321,12759337,14951406,70025751	8	10646461	Collective Moods & dispositions	[]	collective moods & dispositions	10311488	Social Media	[]	social media	5	Collective Moods & dispositions	raw	collective moods & dispositions	Social Media	raw	social media
pearltrees-h5-0009	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10371507	Aleister Crowley	[]	aleister crowley	10343207	history	[]	history	5	Aleister Crowley	raw	aleister crowley	history	raw	history
pearltrees-h5-0010	pearltrees	principal_path_lineage	s243a	10390825	people	11393452	1	11392830	Books by Peter Kropotkin	[]	books by peter kropotkin	10390883	Intellectuals & Notable Non-Fiction Writers	[]	intellectuals & notable non-fiction writers	5	Books by Peter Kropotkin	raw	books by peter kropotkin	Intelectuals & Notable Non-Fiction Writers	corrected	intellectuals & notable non-fiction writers
pearltrees-h5-0011	pearltrees	principal_path_lineage	s243a	10399690	Politics	36235900	1	11423863	Money in Tennessee Politics	[]	money in tennessee politics	10400335	Illusions	[]	illusions	5	Money in Tennesse Politics	corrected	money in tennessee politics	Illusions	raw	illusions
pearltrees-h5-0012	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11727879	1	11727879	Part 1 - The Company (Counter Intelligence)	[]	part 1 - the company (counter intelligence)	10311488	Social Media	[]	social media	5	Part 1 - The Company (Counter Intelligence)	raw	part 1 - the company (counter intelligence)	Social Media	raw	social media
pearltrees-h5-0013	pearltrees	principal_path_lineage	s243a	10371821	Society	12154157	1	12154157	HBO	[]	hbo	10410323	Social Forms & Ideologies	[]	social forms & ideologies	5	HBO	raw	hbo	Social Forms & Ideologies	raw	social forms & ideologies
pearltrees-h5-0014	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	16832164	1	16832164	History of the Americas	[]	history of the americas	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5	History of the Americas	raw	history of the americas	eyes-symbols-history-s243a	raw	eyes-symbols-history-s243a
pearltrees-h5-0015	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	53344270,61533727	2	53344270	Branches of science	[]	branches of science	11727684	Technology, Engineering & Design	[]	technology, engineering & design	5	Branches of science	raw	branches of science	Technology, Engineering & Design	raw	technology, engineering & design
pearltrees-h5-0016	pearltrees	principal_path_lineage	s243a	10646352	Antenna	11495604	1	11495604	Holonomic system	[]	holonomic system	10646346	Signals & communication	[]	signals & communication	5	Holonomic system	raw	holonomic system	Signals & communication	raw	signals & communication
pearltrees-h5-0017	pearltrees	principal_path_lineage	s243a	10390752	ethics	14539688	1	14539688	Racist & Classist Justice	"[""Racist &amp; Classist Justice""]"	racist & classist justice	10390752	ethics	[]	ethics	5	Racist & Classist Justice	raw	racist & classist justice	ethics	raw	ethics
pearltrees-h5-0018	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	11567740,11729722	2	11567740	drug culture	"[""Drug culture""]"	drug culture	10390869	History by Region / place	[]	history by region / place	5	drug culture	raw	drug culture	History by Region / place	raw	history by region / place
pearltrees-h5-0019	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371364	1	10371364	Eye Symbol Examples	[]	eye symbol examples	10381169	Mythology	[]	mythology	5	Eye Symbol Examples	raw	eye symbol examples	Mythology	raw	mythology
pearltrees-h5-0020	pearltrees	principal_path_lineage	s243a	10323424	groups	2595429	1	2595429	EN	[]	en	10323424	groups	[]	groups	5	EN	raw	en	groups	raw	groups
pearltrees-h5-0021	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10541886	1	10541886	Cynicism & History Stereotypes	"[""Cynacism &amp; History Sterotypes""]"	cynicism & history stereotypes	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5	Cynacism & History Sterotypes	corrected	cynicism & history stereotypes	eyes-symbols-history-s243a	raw	eyes-symbols-history-s243a
pearltrees-h5-0022	pearltrees	principal_path_lineage	s243a	10391040	media	10646516,10779347	2	10646481	Cynicism	[]	cynicism	10450605	wikis	[]	wikis	5	Cynacism	corrected	cynicism	wikis	raw	wikis
pearltrees-h5-0023	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10519858	1	10519858	Aleister Crowley by other Pearlers	[]	aleister crowley by other pearlers	10390869	History by Region / place	[]	history by region / place	5	Aleister Crowley by other Pearlers	raw	aleister crowley by other pearlers	History by Region / place	raw	history by region / place
pearltrees-h5-0024	pearltrees	principal_path_lineage	s243a	10390825	people	12473654	1	12473654	The Phenomenology of Spirit, Hegel	[]	the phenomenology of spirit, hegel	10390825	people	[]	people	5	The Phenomenology of Spirit, Hagel	corrected	the phenomenology of spirit, hegel	people	raw	people
pearltrees-h5-0025	pearltrees	principal_path_lineage	s243a	10399690	Politics	23999205	1	23999205	Superpacs & Other Lobbying Groups - Super PAC (Political Action Committee) - pacs	"[""Superpacs &amp; Other Lobbying Groups - Super PAC (Political Action Committee) - pacs""]"	superpacs & other lobbying groups - super pac (political action committee) - pacs	10400335	Illusions	[]	illusions	5	Superpacs & Other Lobbying Groups - Super PAC (Political Action Committee) - pacs	raw	superpacs & other lobbying groups - super pac (political action committee) - pacs	Illusions	raw	illusions
pearltrees-h5-0026	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11728130	1	11728130	Part 5 - Drone Nation (counter intelligence)	[]	part 5 - drone nation (counter intelligence)	10311488	Social Media	[]	social media	5	Part 5 - Drone Nation (counter intellegence)	corrected	part 5 - drone nation (counter intelligence)	Social Media	raw	social media
pearltrees-h5-0027	pearltrees	principal_path_lineage	s243a	10371821	Society	12155876	1	12155876	COMEDY CENTRAL	[]	comedy central	10410323	Social Forms & Ideologies	[]	social forms & ideologies	5	COMEDY CENTRAL	raw	comedy central	Social Forms & Ideologies	raw	social forms & ideologies
pearltrees-h5-0028	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	14195928	1	10830626	The Israel Palestine Conflict	[]	the israel palestine conflict	10390869	History by Region / place	[]	history by region / place	5	The Isreal Palistine Conflict	corrected	the israel palestine conflict	History by Region / place	raw	history by region / place
pearltrees-h5-0029	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	12531010	1	12531010	Tools (Science & Engineering)	"[""Tools (Science &amp; Engineering)""]"	tools (science & engineering)	11727684	Technology, Engineering & Design	[]	technology, engineering & design	5	Tools (Science & Engineering)	raw	tools (science & engineering)	Technology, Engineering & Design	raw	technology, engineering & design
pearltrees-h5-0030	pearltrees	principal_path_lineage	s243a	10390752	ethics	52470789	1	52470789	Abnormal psychology	[]	abnormal psychology	10390752	ethics	[]	ethics	5	Abnormal psychology	raw	abnormal psychology	ethics	raw	ethics
pearltrees-h5-0031	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	10791257	1	10791257	work	"[""Work""]"	work	10343207	history	[]	history	5	work	raw	work	history	raw	history
pearltrees-h5-0032	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371330	1	10371330	Symbols of Satanism (Documentary)	[]	symbols of satanism (documentary)	10381169	Mythology	[]	mythology	5	Symbols of Satinism (Documentary)	corrected	symbols of satanism (documentary)	Mythology	raw	mythology
pearltrees-h5-0033	pearltrees	principal_path_lineage	s243a	10323424	groups	10425296	1	10425296	John Kiriakou	[]	john kiriakou	10323424	groups	[]	groups	5	John Kiriakou	raw	john kiriakou	groups	raw	groups
pearltrees-h5-0034	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	14043169	1	10544788	The Muck We Must Climb Out Of	[]	the muck we must climb out of	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5	The Muck We Must Climb Out Of	raw	the muck we must climb out of	eyes-symbols-history-s243a	raw	eyes-symbols-history-s243a
pearltrees-h5-0035	pearltrees	principal_path_lineage	s243a	10391040	media	14951406	1	14951406	Tackling Danger Without Violence	[]	tackling danger without violence	10311531	s243a-wikispaces	[]	s243a-wikispaces	5	Tackling Danger Without Violence	raw	tackling danger without violence	s243a-wikispaces	raw	s243a-wikispaces
pearltrees-h5-0036	pearltrees	principal_path_lineage	s243a	10381169	Mythology	10381200	1	10381200	Robert Graves	[]	robert graves	10343207	history	[]	history	5	Robert Graves	raw	robert graves	history	raw	history
pearltrees-h5-0037	pearltrees	principal_path_lineage	s243a	10390825	people	15672395	1	15672395	Goldwater	[]	goldwater	10390825	people	[]	people	5	Goldwater	raw	goldwater	people	raw	people
pearltrees-h5-0038	pearltrees	principal_path_lineage	s243a	10399690	Politics	11389060,11615420,15690849,23999205,36235900	5	11105658	Money in Politics	[]	money in politics	10399690	Politics	[]	politics	5	Money in Politics	raw	money in politics	Politics	raw	politics
pearltrees-h5-0039	pearltrees	principal_path_lineage	s243a	10311488	Social Media	11727907	1	11727907	Part 4 - IV - Necrophilous (Counter Intelligence)	[]	part 4 - iv - necrophilous (counter intelligence)	10311488	Social Media	[]	social media	5	Part 4 - IV - Necrophilous (Counter Intellegence)	corrected	part 4 - iv - necrophilous (counter intelligence)	Social Media	raw	social media
pearltrees-h5-0040	pearltrees	principal_path_lineage	s243a	10371821	Society	12155990	1	12155990	BET	[]	bet	10410323	Social Forms & Ideologies	[]	social forms & ideologies	5	BET	raw	bet	Social Forms & Ideologies	raw	social forms & ideologies
pearltrees-h5-0041	pearltrees	principal_path_lineage	s243a	10369712	symbols-history	10986539	1	10986539	Leaks and hacks	[]	leaks and hacks	10579331	Places	[]	places	5	Leaks and hacks	raw	leaks and hacks	Places	raw	places
pearltrees-h5-0042	pearltrees	principal_path_lineage	s243a	11727684	Technology, Engineering & Design	60340939	1	60340939	Scientific phenomena	[]	scientific phenomena	11727684	Technology, Engineering & Design	[]	technology, engineering & design	5	Scientific phenomena	raw	scientific phenomena	Technology, Engineering & Design	raw	technology, engineering & design
pearltrees-h5-0043	pearltrees	principal_path_lineage	s243a	10390752	ethics	11395179	1	11392387	Transitions to Totalitarianism	[]	transitions to totalitarianism	10462622	Political Philosophy	[]	political philosophy	5	Transitions to Totalitarism	corrected	transitions to totalitarianism	Political Philosophy	raw	political philosophy
pearltrees-h5-0044	pearltrees	principal_path_lineage	s243a	10369724	eyes-symbols-history-s243a	14218297	1	10766135	Federal Reserve	[]	federal reserve	10390869	History by Region / place	[]	history by region / place	5	Federal Reserve	raw	federal reserve	History by Region / place	raw	history by region / place
pearltrees-h5-0045	pearltrees	principal_path_lineage	s243a	10371461	Gods of Earth and Nature	10371347	1	10371347	Evil Gods	[]	evil gods	10381169	Mythology	[]	mythology	5	Evil Gods	raw	evil gods	Mythology	raw	mythology
pearltrees-h5-0046	pearltrees	principal_path_lineage	s243a	10323424	groups	2492488	1	2492488	English	[]	english	10323424	groups	[]	groups	5	English	raw	english	groups	raw	groups
pearltrees-h5-0047	pearltrees	principal_path_lineage	s243a	10390869	History by Region / place	10741831,11446295,11746501,15698962	4	10676482	Poverty	[]	poverty	10369724	eyes-symbols-history-s243a	[]	eyes-symbols-history-s243a	5	Poverty	raw	poverty	eyes-symbols-history-s243a	raw	eyes-symbols-history-s243a
pearltrees-h5-0048	pearltrees	principal_path_lineage	s243a	10391040	media	12759321	1	12759321	1984 images	[]	1984 images	10311531	s243a-wikispaces	[]	s243a-wikispaces	5	1984 immages	corrected	1984 images	s243a-wikispaces	raw	s243a-wikispaces
pearltrees-h5-0049	pearltrees	principal_path_lineage	s243a	10390825	people	14949841	1	14949841	Sander's on Inequality	"[""Sander&#39;s on Inequality""]"	sander's on inequality	10390825	people	[]	people	5	Sander's on Inequality	raw	sander's on inequality	people	raw	people
